id_user,id_novel,nama_user,tanggal_ulasan,ulasan,rating_user
U2400185,NI240023,Pammie,9 November 2007,"Nonton sinetronnya dulu sih (dulu yang maen paramitha rusady sama teddy syah) lalu baru jatuh cinta sama bukunya.
Ceritanya baguss, walaupun bisa dibilang sinetron banget (drama, drama, drama).
Two thumbs up buat marga T, karena setelah baca Karmila, saya jadi jatuh cinta (beneran) sama Faisal. Perasaan saya bisa jungkir balik sama Faisal, dari pertama saya benci dia karena tingkahnya yang begajulan dan penganut free sex.
tapi cara-caranya dia meluluhkan karmila dan trus berubah jadi suami idaman n good father bikin saya leleh sama karakternya.
Sayang banget, sekarang jarang ketemu novel yang sebagus karmila.",5
U2400186,NI240012,Pandasurya,20 Oktober 2009,"Surat Neptunus Buat Dewi ‘Dee’ Lestari
(Review Perahu Kertas)


Hai Dee yang baik,

Perkenalkan, saya salah seorang pembaca Perahu Kertas (PK). Kita memang belum pernah kenal sebelumnya. Tapi pastinya saya sudah tau seorang Dewi “Dee’ Lestari karena kamu penulis dan penyanyi terkenal di negeri ini.

Kalau boleh, Dee, izinkan saya menulis surat ini. Anggaplah ini sekadar kesan-kesan saya setelah membaca PK. Tapi mungkin saya nggak akan menghanyutkannya surat ini di sungai, kali, apalagi lautan.

Baiklah, saya mulai ya.
Pastinya kita semua tau, Dee, manusia tak pernah lahir dari batu atau jatuh dari langit. Manusia adalah produk lingkungannya. Ia terbentuk dari pengalaman-pengalaman hidup tempat di mana ia lahir, tumbuh, dan mati. Termasuk di dalamnya pengalaman membaca seseorang.

Pernah suatu kali di malam yang sepi, sambil memegang sebuah buku, saya merenungkan sebuah pertanyaan iseng: bisakah kita membaca sebuah buku tanpa membawa serta pengalaman membaca kita sebelumnya? Atau lebih jauh lagi, bisakah kita membaca sebuah buku tanpa mengikutsertakan pengalaman hidup kita selama ini yang terkait dengan buku, musik, atau film misalnya? Dalam bahasa sederhana: bisakah kita mengosongkan dahulu semua panca indera kita, segala pikiran dan hati kita ketika akan membaca sebuah buku?

Seperti ajaran Zen yang terkenal itu, cangkir haruslah kosong sebelum kita menuangkan air ke dalamnya. Tapi bisakah kita seperti itu, Dee? Tiap kali saya mengingat pertanyaan itu, tiap kali itu pula saya teringat kalimat sakti yang satu itu, “manusia tak pernah lahir dari batu.”

Pengalaman kita membaca akan mempengaruhi cara kita mengapresiasi sebuah buku. Artinya, tiap kali kita membaca sebuah buku maka mau tidak mau kita akan mengingat pengalaman membaca kita sebelumnya. Seperti itulah yang saya rasakan ketika membaca PK ini, Dee.

Terus terang saja saya tidak banyak membaca novel kisah cinta sebelumnya. Dan dari pengalaman membaca saya yang masih pendek ini, saya hanya teringat beberapa kisah yang menjadi favorit saya. Di antaranya kisah cinta Minke-Annelies dalam Bumi Manusia (BM)-nya Pramoedya, Rasus-Srintil di Ronggeng Dukuh Paruk (RDP)-nya Ahmad Tohari dan kisah cinta Teto-Atik di Burung-burung Manyar (BBM)-nya Mangunwijaya. Dan apa boleh buat, ketiga kisah cinta itu tidaklah berakhir happy-ending.

Bahkan kita semua sudah tau, Dee, kisah cinta legendaris yang tragis seperti Siti Nurbaya atau Romeo dan Juliet. Atau Jack dan Rose di film fenomenal Titanic. Dan baru-baru ini kita juga tau, kisah cinta Anang-Krisdayanti pun sudah berakhir di layar infotainment.

Satu-satunya kisah cinta happy-ending yang saya ingat hanyalah dongeng indah Cinderela. Well, sekarang tambah satu lagi, Keenan dan Kugy di PK ini.

Dee yang ramah,

Kata orang, tak ada yang benar-benar baru di bawah langit yang sama. Dan rasanya sudah tak terhitung lagi berapa banyak kisah cinta yang pernah ditulis manusia. Ada yang penuh konflik, warna-warni. Tapi ada juga yang sederhana tapi bersahaja dan penuh makna. Tema cinta menjadi sesuatu yang biasa dan klise. Tapi sepanjangan peradaban manusia tetap saja banyak orang sangat menyukainya. Mengapa? Karena meski tema cinta adalah tema yang standar dan biasa namun setiap kisah cinta yang menarik pasti punya kemasan yang menggetarkan dan berbeda dari biasanya.

Konon, seorang penulis baru disebut penulis bukan karena apa yang ditulisnya melainkan bagaimana cara dia menuliskannya. Sartre yang mengatakan itu, Dee. Maaf, bukan maksud hati menggurui. Saya hanya ingin berbagi. Seorang Dee juga pasti tau betul soal ini.

Maka dari pengalaman membaca ketiga novel tadi itulah (BM, RDP, BBM) mau tidak mau saya membandingkan kisah cinta di PK ini. Maafkan saya, Dee, jika perbandingan ini tidaklah pantas atau terlalu “kejam” karena memang hanya ketiga novel favorit saya itulah yang jadi kitab pegangan dan patokan saya selama ini.

Jadi, inilah yang ingin saya katakan tentang PK, Dee.
Pertama, saya membacanya karena dipinjamkan seorang teman. Kamu harus baca novel ini, katanya. Ceritanya indah mengharukan. So sweet, katanya lagi. Maka jadilah saya menunda bacaan lain demi membaca novel yang di lembar pertamanya ada tanda tangan kamu Dee.

Kedua, desain sampul bukunya bagus. Membuat mata orang langsung tertarik untuk meraih buku ini dan mengetahui isinya. Kredo “Don’t judge a book by its cover” tak berlaku di sini karena memang cover PK ini cukup bagus. Dengan kata lain, dari sisi strategi pemasaran covernya sudah cukup berhasil. Terus terang saja, cover BM, RDP, dan BBM tadi masih kalah menarik dengan PK ini.

Yang ketiga, maaf, bagi saya ceritanya kok lebih mirip sinetron atau film TV ya. Pelem bangetlah. Pasti saya bukan satu-satunya yang berpendapat begini. Bahkan menurut saya, novel ini sangat potensial untuk bisa diadaptasi menjadi skenario sinetron, FTV atau film layar lebar. Hampir pasti menjual dan sangat komersil. Tipikal kisah cinta di mana 3 kata sakti “aku cinta padamu” seolah wajib diucapkan.

Alur ceritanya memang mudah ditebak. A ketemu B, jatuh cinta. Sebelumnya B sudah pacaran dengan C. A & B memendam perasaan masing-masing. Lalu A ketemu D, B ketemu E. dst. Dan endingnya sepertinya memang harus memuaskan hati sang penulis dan pembaca (di sinilah sisi komersil nge-popnya) bahwa akhirnya A memang jadi dengan B. Sementara C, D, & E entah bagaimana nasibnya.

Jodoh boleh di tangan Tuhan, kata orang. Tapi maaf saja, dalam hal PK ini jodoh di tangan sang penulis (inilah enaknya menjadi penulis ya, Dee, kita bisa menjelma jadi tuhan meski hanya dengan “t” kecil). Dan untunglah di novel ini tak ada kisah “cinta ditolak, dukun bertindak”. Jika itu terjadi tentu konflik akan lebih panjang dan menambah tebal jumlah halaman. Ujung-ujungnya menambah ongkos cetak dan harga buku. Banyak pembaca tentu akan keberatan karena mereka pastinya mengharapkan harga diskon selalu.

Yup, begitulah plot ceritanya. Memang terlalu kentara dirancang sedemikian rupa, dengan sejumlah “kebetulan-kebetulan” yang ada. Mungkin memang sengaja dirancang menjadi bagian dari kisah kebetulan “radar Neptunus”.

“Kebetulan” Kugy harus ikut ke stasiun menjemput Keenan (h. 18). “Kebetulan” Kugy dan Keenan berzodiak Aquarius (h.33). “Kebetulan” Kugy dan Keenan bertemu lagi di sebuah warung di Stasiun KA Citatah dalam perjalanan ke Jakarta (h.60). “Kebetulan” Keenan diminta menjadi guru menggambar di Sakola Alit tempat Kugy mengajar (h. 105). “Kebetulan” Remi adalah penggemar lukisan Keenan (h. 210). “Kebetulan” Kugy bekerja di tempat Remi (h.250). “Kebetulan” Pak Wayan adalah cinta sejati ibunya Keenan (h. 298). “Kebetulan” Luhde juga senang menulis cerita dongeng anak-anak seperti Kugy (h. 376). Dan akhirnya “kebetulan” Keenan dan Kugy bertemu lagi di Pantai Ranca Buaya (h. 432). And they live happily ever after..

Ternyata di novel ini hidup adalah rangkaian sederet “kebetulan”.

Dengan bangunan cerita yang seperti itu, tak heran jika saya menamatkan novel 444 halaman ini dalam waktu yang cukup singkat. Kurang lebih hanya 2 hari. Saya adalah pembaca yang lambat, Dee, tapi satu-satunya alasan kenapa saya menamatkan novel ini cukup cepat adalah karena terus terang saja banyak sejumlah kalimat, paragraf, dan halaman yang saya lewati karena semata-mata saya sudah tau bakal seperti apa ujungnya. Dan dugaan saya ternyata memang tidak meleset.

Yang keempat, menurut saya gaya bahasa novel ini cukup ringan, tipikal seorang Dee (saya hanya pernah membaca Supernova), lebih nge-pop dan sekaligus menjadikan novel ini bergenre novel pop. Pilihan kata dan kalimatnya pun bagi saya tidak terlalu istimewa. Puitis? Hmm..yah puitis yang begitulah. Puitis yang standar, umum. Meski begitu, harus saya akui, ada beberapa kutipan yang juga saya sukai.

Mengharukan? Membuat pembaca bisa berurai air mata? Teman saya yang meminjamkan buku ini pasti menjawab iya. Di malam yang sepi itu dia mengaku sampai berlinang air mata terutama ketika membaca surat pendek Kugy di h. 312.

Kondisi dan suasana alur ceritanya rupanya memang dirancang untuk membuat pembaca terharu hingga berurai air mata. Bukan seperti kisah yang bisa membuat pembaca terharu tanpa diminta, tanpa dikondisikan, tanpa jelas-jelas dirancang.

Tapi bagaimana pun juga, melalui novel ini kamu sudah berhasil membuat sejumlah orang meneteskan air mata, Dee.

Kalau saja gaya bahasa dan plot ceritanya bisa lebih dimaksimalkan, dibuat lebih dahsyat, mungkin jadinya akan lebih berkesan dan menggetarkan. Entahlah.

Dee yang cantik,

Rasanya memang benar kata orang, pada akhirnya kita tak bisa berdebat soal selera. Itulah kalimat pamungkas yang biasa dikatakan orang jika mereka berbeda pendapat soal buku, lagu, film atau makanan.

Maka bicara soal selera terpaksa saya harus mengatakan bahwa saya jauh lebih menyukai dan mengagumi BM, RDP dan BBM ketimbang PK ini. Bagi saya ketiga novel favorit itu sangat berkesan, membekas dalam, dan masih terngiang-ngiang hingga kini. Alur dan bangunan cerita, setting, gaya bahasa, dan penokohannya masih lebih kaya dan berkarakter kuat. Apa boleh buat, akhirnya bagi saya novel PK ini rasanya tidak dibaca pun tidak apa-apa. Maaf.

Oh ya, setelah menamatkan novel ini ada satu hal yang ingin saya tanyakan, Dee. Seperti yang Keenan ingat di h. 46, Kugy pernah bilang, terkadang kita harus menjadi sesuatu yang bukan diri kita dulu untuk kemudian menjadi diri kita yang asli. Berputar menjadi sesuatu yang bukan kita, demi bisa menjadi diri kita lagi.

Jadi, apakah selama ini, ya selama ini, seorang Dewi ‘Dee’ Lestari sebenarnya ingin menjadi penulis dongeng, bukan penyanyi atau penulis novel?

Maaf, Dee, seperti yang kamu tulis di h. 430, mungkin semua ini terlalu getir. Namun, inilah kejujuran…

By the way, saya jelas bukan Dewa Neptunus yang tinggal di lautan. Saya hanya seorang Pandasurya, yang bukan siapa-siapa dan bukan apa-apa.

Mungkin benar kata orang, terkadang untuk mencapai sesuatu, kita memang harus melepaskan segalanya, termasuk impian kita yang paling dalam…


(Bandung, Oktober’09)",3
U2400187,NI240040,Pradita Yulianti,13 Juli 2018,Plotnya keren. Endingnya keren. Lebih seru daripada pendahulunya. Semoga lanjutannya cepet terbit.,5
U2400188,NI240023,Pradnya Paramitha,10 Januari 2023,"Baca buku ini semacam ada guilty pleasure buatku. Ambigu perasaannya. Di satu sisi, isu yang diangkat sangat bertentangan dengan pandanganku. Tapi di sisi lain, demi apa pun, gimana caranya menolak pesona sosok Feisal di sini? Sulit, gaes. 🥹
 ",3
U2400189,NI240022,Pratiwi Utaminingsih,19 Oktober 2014,"Huaaaaa mengharukan sekali novel ini. Rindu adalah novel pertama TereLiye yg saya baca. Sebenarnya daridulu sudah minat dengan beberapa novelnya tapi selalu urung ketika mau beli. Tibalah ketika Rindu ini terbit, ntah feeling aja kalau saya harus beli ini karena buku ini pasti bagus.
Feeling emang ga pernah meleset. Orang Surabaya bilangnya ciamik soro! Bersettingkan pada tahun 1938, adalah kapal Blitar Holland yg hendak mengangkut jamaah nusantara untuk menunaikan ibadah haji. Ada lima tokoh utama di novel ini. Daeng Andipati, Ahmad Karaeng (Gurutta), Ambo Uleng, Bonda Upe, dan pasangan Mbah Kakung & Mbah Putri dari Semarang. Lima tokoh tersebut menyimpan kegundahan di hati masing-masing. Ada pertanyaan mendalam yang mengusik hati mereka.
Kita mulai dari Daeng Andipati. Pedagang sukses dari Makassar. Kaya raya, muda, memiliki istri yg cantik dan dua anak perempuan yg menggemaskan, Elsa dan Anna. Sekilas hidupnya tampak sempurna tapi siapa sangka dia memendam kebencian yg begitu dalam di hatinya.
Tuan Ahmad Karaeng atau yg akrab disapa Gurutta. Nampak luar, dia adalah sosok ulama besar dari Bugis yg sangat disegani masyarakat pada jamannya. Tapi nampak dalam ia merasa bahwa dirinya ada seorang munafik. Dia pandai memberi nasihat tapi tidak mampu mengaplikasikan pada dirinya sendiri.
Lalu Bonda Upe seorang guru mengaji yg mempunyai masa lalu yg kelam yg dia sendiri takut untuk mengingatnya kembali.
Tokoh ke-empat adalah pasangan sepuh dari Semarang yg akrab disapa Mbah Kakung dan Mbah Putri. Pasangan yg tak menyerah pada usia untuk menunaikan ibadah haji. Hingga sebuah peristiwa menyedihkan menghampiri mereka.
Yg terakhir adalah favorit saya yaitu Ambo Uleng. Pelaut sejati asal bugis yg menjadi pelaut sejak berada di dalam kandungan ibunya. Sosoknya pendiam tak banyak bicara karena menyimpan sebuah sakit hati yg mendalam karena cinta. Dia sengaja melamar sebagai awak kapal Blitar Holland agar bisa pergi jauh dari kampung halamannya, untuk lari dari kenyataan (anak muda jaman sekarang bingits). Tapi dibalik itu dia adalah pelaut tangguh. Terbukti berhasil melumpuhkan kawanan perompak Somalia yg melegenda kehebatannya.
Semoga review ini tidak spoiler ya, haha! Tapi yg saya suka dengan novel ini adalah settingnya yg mengambil tahun 1938. Tahun sebelum kemerdekaan. Mungkin sekarang kita kalau pergi haji sudah gampang, naik pesawat sehari-dua hari sampai. Pada jaman itu total untuk perjalanan berangkat saja sudah makan waktu satu bulan, wow!
Dan buku ini juga telah mengajak saya jalan-jalan lintas pulau bahkan negara hanya dalam waktu dua hari, amazing! Dalam dua hari ini saya sudah ke Makassar, Surabaya, Semarang, Jakarta, Lampung, Bengkulu, Padang, Banda Aceh, Kolombo, hingga akhirnya Jeddah di Arab itu sendiri. Dan saya jalan-jalan di kota itu di masa lalu, subhanallah :')
Sebuah petualangan yg mengasyikan dan mengharukan. Five stars buat Rindu by Tere Liye!
",5
U2400190,NI240039,Prisca,9 Juni 2015,"Sekarang saya dukung penuh Audy-Romeo :""D.",4
U2400191,NI240025,Puterica,10 Februari 2023,"100% epic!!
",5
U2400192,NI240001,R. Sanyoto,22 Maret 2008,"""Mas, kan kita pernah berbahagia bersama ?""
""Tentu, Ann.""
""Kenangkan kebahagiaan itu saja, ya Mas, jangan yang lain.""",5
U2400193,NI240047,Ra.,28 April 2023,I'M AMAZED how kak ziggy nulis cerita yang unik dan juga aneh ini?? 😫,4
U2400194,NI240050,rachel,23 Maret 2020,"Mengikuti kisah Selena (a.k.a Ms. Keriting) saat dia masih muda, saat dia belajar di Akademi Bayangan Tingkat Tinggi. Dengan 2 sahabatnya, Tazk dan Mata, mereka menjadi top students di angkatan 78.",4
U2400195,NI240046,Radenmas Sangaji,30 April 2020,A good book - you must read,5
U2400196,NI240040,rahyani,12 Januari 2022,Menanti kisah Bujang selanjutnya...kemana dia pergi,4
U2400197,NI240026,Ramadhana Kirana,29 Juni 2017,"Yaampun, ini novel saya waktu SD dan ketemu waktu bersih-bersih (ternyata dulu saya sudah suka novel cinta-cintaan :' )

Menurut saya alur cerita ini lumayan ketebak sih. Tentang Ciya yang ditinggal kakak dan ibunya yang meninggal, ayahnya minggat kemana entah. Akhirnya diadopsi sama orang yang ngaku teman ibunya. Nah akhirnya nih ketemu sama si Yoyo.

Udah sih gitu aja ya, saya bingung mau nulis apa ._. . Di tengah-tengah agak ngebosenin sih. Ceritanya juga ala-ala teenfic biasa (padahal dulu saya suka banget wkwk).",2
U2400198,NI240050,Reffi Dhinar,2 April 2020,"Suka banget apalagi kampus ABTT yang canggih bagus banget deskripsinya,Hogwarts tanpa sihir melainkan dengan teknologi. Saya bisa menduga nih siapa ortu Raib dan bagaimana tragisnya hubungan Selena dengan kawan-kawannya di Nebula, memang harus beli dan baca keduanya.",5
U2400199,NI240015,Reisa,3 Januari 2019,"Serial ketiga Bilangan Fu, setelah ""Bilangan Fu"" dan ""Manjali dan Cakrabirawa"". Masih konsisten dengan tema serialnya, novel ini pun membedah berbagai teori dari sisi ""spiritualisme kejawen"".

Bilangan Fu membedah Islam di daerah bekas kekuasaaan Mataram.

Manjali dan Cakrabirawa membedah Hindu di Jawa Timur.

Lalita membedah psikoanalisis Freud dan arketipe Jung dan kaitannya dengan agama Buddha di Borobudur.

Agaknya memang bagi saya serial ini lebih enak dijadikan sarana kontemplasi dan penambah wawasan ketimbang dinikmati plot cerita maupun perkembangan karakternya. Karena rasa2nya prinsip karakternya semakin kemari kok semakin tidak konsisten. Sandi Yuda yang awalnya dibawakan sebagai playboy tanpa ikatan perasaan, lama2 jadi lebih mellow dan dikit2 baperan. Kompleksitas karakter Parang Jati di Bilangan Fu telah menyusut drastis, dan sekarang dia hanya berfungsi sebagai semacam kamus kejawen yang benci militer. Perkembangan karakter yang terasa positif justru Marja, yang baik di Manjali maupun Lalita terlihat sekali mulai belajar hal2 baru.

Plot ceritanya juga cukup sederhana, dengan beberapa hgal sengaja ditinggalkan tanpa konklusi, khas novel-novel Ayu Utami. Yang berbeda barangkali ke-nyaris-absen-an bashing terhadap golongan militer dan pemerintah, karena memang isu kali ini tidak ada hubungannya dengan pemerintah sama sekali.

Untuk teori dan kontemplasi spiritual yang disajikan, saya tidak ada protes. Seperti biasa, selesai membaca buku ini pun saya merasa diajak untuk berpikir.",3
U2400200,NI240014,Ria ,28 September 2014,"""Bicara soal kekuatan Tarjdo, tidak gampang kalau rakyakmu miskin. Rakyatmu harus punya makan yang cukup dulu, punya pakaian, dan yang paling penting bebas buta huruf. Ini yang membedakan manusia dengan binatang. Sebab, kalau cuma makan, binatang juga bisa makan. Lantas, kalau cuma pakaian. binatang juga punya bulu. Buku, bisa membaca, itulah yang membuktikan manusia punya kebanggaan, punya kebudayaan, punya peradaban"" (91)

""Dua kemungkinan dalam satu diri, merupakan karunia atau juga bisa kutukan yang dibawanya sepanjang hayatnya. Maksudnya, dalam dirinya ada kebaikan yang menonjol tapi juga ada kejahatan yang menyolok. Ia tak kuasa memilahkan itu dengan akal, sebab akal manusia selalu terbatas, dikalahkan meski patuh kepada arah yang berdaulat-nya hati"" (120)

""Namun, tiada kiranya kata pemborosan terhadap waktu bagi orang-orang yang mencari hakekat kasih. Bahwa di dalam kasih, tumbuh di saNa perdamaian dan bukan juga cuma pertikaian, melainkan berbaur keduanya dalam suatu kesepadanan yang tulen"" (360)

""...bahwa dunia tempatnya berdiri tidak hanya hitam dan putih. Ada banyak warna di atasnya. Sementara warna-warna pun bisa berubah nama, bergantung pada kekuatan di luarnya yang memegang pengesahan"" (363)

""Ya, hidup memang suatu rahasia tentang kebenaran-kebenaran sementara, kebenaran yang tak kekal"" (382)",5
U2400201,NI240013,Riawani Elyta,19 Februari 2013,"Saya memang ndeso, jadi, joke2 yang bertaburan di novel ini, buat saya nggak hanya terasa rough, tapi juga tak jarang melukai 'halah', dan dari clue2nya, spt.nya saya cukup familiar dgn yg ia sebut sbg the shitting place, kalau dugaan saya ternyata benar, makin lengkaplah rasa terluka saya 'koq mendadak lebay gini ya :-)'",1
U2400202,NI240034,Rika,12 Januari 2009,"Setelah beberapa halaman aku tak bisa menikmatinya, malah merasa sebal karena aku mendapat kesan buku ini mencoba membuat pembacanya terkesan atas sesuatu yang sama sekali tidak mengesankan, dengan resmi aku berhenti membacanya.(apa coba? review yang aneh)",2
U2400203,NI240031,Ririn Aziz,30 Desember 2021,Penutup yang sempurna untuk cabaran tahun ini.,4
U2400204,NI240007,Rismawati Razak,11 September 2011,Drama!,4
U2400205,NI240020,Risna,3 April 2016,"Kuping ke tengkuk ditiup-tiupi malaikat sampei bulu-bulu halusnya berdiri, dingin, beku lah sepanjang baca ini... merinding... (Ada banyak scene so swiit dalam berpuluh paragraf yang hampir saja hendak diposting beberapa-nya di fesbuk, sebab) melunakkan hati--seandainya saja dua paragraf terakhir tak membuat kuping tengkuk secara mendadak dan tiba-tiba berubah hangat...
Hahaha. Aneh!
Tapi bintang lima.
Tapi kapan-kapan paragraf-paragraf so swit itu akan saya",5
U2400206,NI240025,"Rotua Damanik
 ",16 Agustus 2018,"Sepertinya butuh sedikit jeda untuk merenungkan buku ini sebelum menulis sebuah review.
 ",5
U2400207,NI240009,Sadam Faisal,24 Agustus 2016,Minke :( *nangis dipojokan,5
U2400208,NI240026,Sashi,18 Desember 2011,"Buku ini keseluruhannya biasa aja. Nothing special. Gara-gara buku ini juga aku udah nggak beli teenlit. Kenapa? Alur cerita teenlit selalu gampang ketebak. That's why aku stop beli buku macam gini yang akhirannya palingan juga happy ending (Not every teenlit books yaaa)
Bercerita tentang Chiara (Ciya) yang dalam sekejap hidupnya tiba-tiba berubah begitu mengetahui dirinya adalah anak haram. Juga Ibu dan kakaknya yang meninggal, Ciya kini hanya sebatang kara. Ia pun jadi introvert, pendiam, dan benar-benar tertutup. Aldy, sahabatnya, selalu mendukung dan menemaninya. Eh, akhirnya Ciya pindah rumah ke ayah angkatnya. Di rumah barunya itu, Ciya bertemu dengan Rico, cowok menyebalkan sekaligus yang membuat Ciya jatuh cinta. Ketika kehidupannya tengah redup, Ciya dihibur dua cowok yang sama-sama ingin memilikinya: Rico dan Aldy. Dan yang dilakukan Ciya tinggal milih diantara 2 cowok itu. Dah, end of story.
Terlalu banyak, cerita kayak begini. Aku seneng sih bacanya, tapi ceritanya nggak begitu menarik karena gampang ketebak...",2
U2400209,NI240023,Linda,13 Januari 2016,"Tertarik baca setelah tahu sinetron Karmila diadaptasi dari novelnya. Setelah nyari setengah mati akhirnya dapet juga yang kinyis2 seharga Rp. 70rb (lumayan buat edisi hard cover). Ceritanya menarik, tapi memang bagian kedua terlalu bertele2 dengan cerita kehidupan Karmila sebagai dokter dan berbagai konflik dengan Feisal yang dibuat2 (kecuali konflik dengan Edo). Mestinya bagian ini fokus saja ke cinta segitiga Edo-Karmila-Feisal, malah bisa lebih seru dan menggigit. Tapi okelah, Marga T. gitu. Salah satu hiburan membaca novel ini adalah menemukan istilah2 slang zaman bokap-nyokap, seperti ""cross boy"" dan ""mek"" XD",4
U2400210,NI240039,Seffi Soffi,30 Desember 2018,4.5 🌟,4
U2400211,NI240034,Serli,20 November 2022,keren banget,5
U2400212,NI240044,Setadipa,1 November 2020,Terlalu banyak yang ingin diceritakan,3
U2400213,NI240044,Setra,11 Mei 2020,"Entah, tapi aku tidak menemukan rasa kepenulisan Seno di buku ini. Aku baca ini di thn 2019. Saking tak berbekas dan dipaksa hanya sekadar menghabiskan aku tidak ingat detail ceritanya, tapi kl tak salah ttg sejarah. Y kl slh maap.",1
U2400214,NI240015,Shanti,6 Oktober 2012,"rasane beda dengan waktu baca manjali dan cakrabirawa. walo aku bukan penggemar ayu utami, tapi waktu baca bilangan fu and manali dan cakrabirawa, at least aku masih bisa paham dan menikmati alurnya. tapi waktu baca ini.. serasa kepada dung-dung-dung alias kurang dapet di otak alias kurang dapet chemistry

 ",2
U2400215,NI240026,Sharin Yofitasari,15 April 2011,"Bagus banget. Ceritanya emang remaja banget sih, tapi penulis bisa nyusun novel ini menjadi sebuah novel yang amat menarik. Aku sendiri nggak bisa berhenti baca. Rasanya pengen balik ke halaman berikut terus saking serunya.

Konflik yang dimasukkin cukup rumit. Ini dia yang ngebuat pembaca jadi terkejut-kejut dan jadi bertanya-tanya, ""Ada apa sih sebenernya?"" ""Siapa sih orang ini?"". Tokoh Chiara sendiri menurut aku agak stereotype (dalam arti sifatnya ya, bukan kehidupannya). Chiara beda dari cewek yang lain, dia bukan anak populer, dia berani melawan ""the cool kids"" di sekolahnya. Yah, banyaklah novel teenlit yang tokoh utama ceweknya kayak gitu.

Tapi, kembali lagi ke konflik. Yang bikin aku suka novel ini, jujur, karena konfliknya yang rumit. Jalan ceritanya bener-bener unexpected. Meskipun ya latarnya sih biasa, remaja di sekolah gitu. Tapi mungkin ada bagian yang agak...*krik krik* gitu, haha. Kayak misalkan adegan2 gombal atau adegan yang agak sinetron.

Aku sendiri nggak tau kenapa suka sama tokoh Billy <3",4
U2400216,NI240008,Sheila,29 Juli 2022,"Baca ulang untuk #BacaBarengCIL.

Jujur... Sekarang buku ini lebih cocok dinikmati sampulnya aja. Isinya, tidak sebagus waktu pertama kali dibaca.

Yang paling mengganggu : gaya penulisan yang seakan-akan kelihatan jadi terjemahan dari Bahasa Inggris, tapi hasil terjemahannya asal-asalan.

""Bagaimana aku kelihatan?""

Aiyaa. Kenapa begitu coba?!

Tapi, perasaan ""full circle"", ketika semua pertanyaan terjawab dan dijelaskan: itu tetap memuaskan.

--------------

Ia sebenarnya waras bukan main, yang gila adalah dunia yang dihadapinya.
Buku yang sangat kaya akan isi. Perpaduan fiksi sejarah, satir, surealisme, dan roman yang berakar dari budaya Indonesia ini emang sejenius itu. Alur cerita buku ini berjalan dari awal hingga akhir secara paralel dengan fakta sejarah Indonesia, terutama pada masa kolonialisme akhir Belanda dan digantikan dengan Jepang. Sebagai seseorang yang tidak mampu mengatur otak untuk membaca sejarah, buku ini berhasil memaksa saya untuk membuka laman google dan mencari informasi mengenai referensi tempat, kejadian, dan kata-kata unik. Luar biasa.
""Tak ada kutukan yang lebih mengerikan daripada mengeluarkan bayi-bayi perempuan di dunia laki-laki yang mesum seperti anjing di musim kawin.""
Bagian favorit saya mungkin bagaimana Eka menulis satir yang begitu keras, sekaligus lucu. Bagaimana seorang preman dapat mendambakan keluarga, dan bagaimana seorang prajurit yang dianggap pahlawan dapat melakukan hal-hal yang di luar kewarasan. Dan bagaimana Eka membawakan satirnya secara paralel dalam segala kejadian di Halimunda dengan latar belakang kejadian nyata Indonesia, membuat saya mungkin saja percaya sepenuhnya bahwa Halimunda adalah nyata. Buku ini juga buku yang mengenalkan saya pada surealisme, dan saya akan dengan yakin menyatakan bahwa saya sangat tertarik membaca buku surealisme lainnya!
Secara luas, buku ini tentang cinta dan bagaimana cinta memberikan kebahagiaan dan kesengsaraan pada saat yang bersamaan.
""Adakah strategi gerilya untuk mengalahkan cinta?""
Buat saya, buku ini tidak mudah dibaca. Repetitif dan penuh dengan trigger warning yang perlu diperhatikan (diantaranya; pemerkosaan, kekerasan hewan, perang, pembunuhan, perkelahian, dan lainnya), buku ini membuat emosi dan niat membaca saya naik-turun. Untuk hari-hari baik, saya dapat membaca hingga lebih dari 100 halaman. Namun sering saya berhenti membaca hingga berhari-hari pula.

Saya merekomendasikan buku ini untuk pembaca dewasa, yang ingin membaca sebuah buku dengan perpaduan genre yang dikemas secara padat dan jujur.

Pengakuan keempat: ""Sebab cantik itu luka.""
Sebab cantik itu luka.
Tepat.",3
U2400217,NI240038,Sherelyn Melinda,4 Februari 2014,"Ini buku pertama Agness Jessica yang pernah aku baca, sekaligus novel terbagus yang pernah aku baca. Ceritanya beda, nggak pasaran. Dan yang pasti realistis banget. Sehabis baca buku ini, aku jadi ketagihan baca buku karya Agnes Jessica lainnya. Top banget deh...",5
